,seed_mof_name,seed_mof_string,seed_edge_selfies,seed_edge_smiles,seed_targets,dreamed_mof_name,dreamed_mof_string,dreamed_edge_selfies,dreamed_edge_smiles,dreamed_targets
1281,cag_N50_edge58396,[S][=C][C][C][N][Branch][N][Branch][C][Branch][C][Branch][C][=S][pop][Branch][C][=S][pop][Ring1][=Branch][pop][Branch][C][=S][pop][FrH0][pop][C][=S][pop][FrH0][.][Fr][C][=C][C][=C][Branch2][Ring2][O][O][Al][Branch1][=N][O][C][C][=C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][Branch1][=N][O][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][S][&&][cag],[S][=C][C][C][N][Branch][N][Branch][C][Branch][C][Branch][C][=S][pop][Branch][C][=S][pop][Ring1][=Branch][pop][Branch][C][=S][pop][FrH0][pop][C][=S][pop][FrH0],S=CC1CN([Fr])N(C=S)C([Fr])(C=S)C1(C=S)C=S,"[-12.018125, 1.3312461]",cag_N50_S=CC1CN([Fr])N(C=S)C([Fr])(C=S)C1(C=S)C=S,[:0propyl][:0benzenediol][Branch][:1imidazole][:0benzenediol][:1imidazole][:2pyrimidine][:0benzenediol][:2benzenealcohol][FrH0][pop][pop][pop][:0benzenediol][:0benzenediol][Ring1][FrH0][:2benzenealcohol][->][:1alkyne][:3benzenediol][S][C][=S][:4pyridine][=S][:0benzenealcohol][:1imidazole][=S][=S][:1imidazole][Branch][pop][pop][:2pyrimidine][pop][pop][pop][pop][.][Fr][C][=C][C][=C][Branch2][Ring2][O][O][Al][Branch1][=N][O][C][C][=C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][Branch1][=N][O][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][S][&&][cag],[:0propyl][:0benzenediol][Branch][:1imidazole][:0benzenediol][:1imidazole][:2pyrimidine][:0benzenediol][:2benzenealcohol][FrH0][pop][pop][pop][:0benzenediol][:0benzenediol][Ring1][FrH0][:2benzenealcohol][->][:1alkyne][:3benzenediol][S][C][=S][:4pyridine][=S][:0benzenealcohol][:1imidazole][=S][=S][:1imidazole][Branch][pop][pop][:2pyrimidine][pop][pop][pop][pop],CCCn1cnc(-c2c(O)ccc(C#CSC=[SH]c3cccc(-c4c(O)cccc4[SH]=[SH]n4ccnc4)n3)c2O[Fr])c1-n1cncc1-c1c(O)cccc1O[Fr],"[15.4272225702, 1.3387105689096075]"
351,lvt_N314_edge200215,[F][C][=C][Branch][C][=C][C][=C][Branch][C][=Branch][=C][Branch][C][Branch][F][pop][Branch][F][pop][Ring1][N][pop][F][pop][FrH0][pop][Ring1][Ring2][pop][FrH0][.][O][S][Branch1][C][Fr][Branch1][C][O][O][Ni][Branch1][#Branch2][O][S][Branch1][C][Fr][Branch1][C][O][O][Branch1][O][N][C][C][Branch1][C][Fr][=C][N][Ring1][=Branch1][Branch1][O][N][C][=C][Branch1][C][Fr][C][N][Ring1][=Branch1][Branch1][O][N][C][C][Branch1][C][Fr][=C][N][Ring1][=Branch1][N][C][=C][Branch1][C][Fr][C][N][Ring1][=Branch1][&&][lvt],[F][C][=C][Branch][C][=C][C][=C][Branch][C][=Branch][=C][Branch][C][Branch][F][pop][Branch][F][pop][Ring1][N][pop][F][pop][FrH0][pop][Ring1][Ring2][pop][FrH0],FC1=C([Fr])C2=CC=C2C([Fr])=C(F)C1(F)F,"[-8.530792, 0.8407038]",lvt_N314_FC1=C([Fr])C2=CC=C2C([Fr])=C(F)C1(F)F,[=Ring2][:0methyl][P][:0benzenediol][Ring2][:2imidazole][:2imidazole][FrH0][pop][pop][:0benzenediol][FrH0][pop][pop][:0benzenediol][Ring2][=Ring1][:2pyrimidine][S][S][:2pyrimidine][S][S][Br][=Ring2][.][O][S][Branch1][C][Fr][Branch1][C][O][O][Ni][Branch1][#Branch2][O][S][Branch1][C][Fr][Branch1][C][O][O][Branch1][O][N][C][C][Branch1][C][Fr][=C][N][Ring1][=Branch1][Branch1][O][N][C][=C][Branch1][C][Fr][C][N][Ring1][=Branch1][Branch1][O][N][C][C][Branch1][C][Fr][=C][N][Ring1][=Branch1][N][C][=C][Branch1][C][Fr][C][N][Ring1][=Branch1][&&][lvt],[=Ring2][:0methyl][P][:0benzenediol][Ring2][:2imidazole][:2imidazole][FrH0][pop][pop][:0benzenediol][FrH0][pop][pop][:0benzenediol][Ring2][=Ring1][:2pyrimidine][S][S][:2pyrimidine][S][S][Br][=Ring2],CCc1c(O)cc([Fr])c(-c2[nH]cnc2[Fr])c1O,"[11.9345904534, 1.0039502417923163]"
1217,cds_N512_edge38580,[S][=C][C][Branch][N][Branch][C][C][N][Branch][FrH0][pop][Ring1][Branch][pop][FrH0][pop][C][=S][.][Fr][C][C][=C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Fe][Branch2][Ring1][Branch1][N][N][=C][Branch1][C][Fr][N][=C][Ring1][=Branch1][C][N][Ring1][=Branch2][C][=C][C][C][=Ring1][=Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][N][=C][Branch1][C][Fr][N][=C][Ring1][=Branch1][C][N][Ring2][Ring1][N][C][=C][C][C][=Ring1][=Branch1][&&][cds],[S][=C][C][Branch][N][Branch][C][C][N][Branch][FrH0][pop][Ring1][Branch][pop][FrH0][pop][C][=S],S=CC1(C=S)N([Fr])CCN1[Fr],"[-8.289819, 0.85474324]",cds_N512_S=CC1(C=S)N([Fr])CCN1[Fr],[:0benzenediol][:0benzenediol][=Ring2][FrH0][:3pyrimidine][S][:0benzenediol][:3pyrimidine][:0benzenediol][:0propyl][:0benzenediol][:0methyl][FrH0][:1benzenediol][:0pyridine][#N][#N][:0methyl][:0methyl][:0pyridine][:0pyridine][:0pyridine][:0pyridine][:1pyridine][FrH0][:2pyridine][=O][:3imidazole][:=1methyl_amine][=O][.][Fr][C][C][=C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Fe][Branch2][Ring1][Branch1][N][N][=C][Branch1][C][Fr][N][=C][Ring1][=Branch1][C][N][Ring1][=Branch2][C][=C][C][C][=Ring1][=Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][N][=C][Branch1][C][Fr][N][=C][Ring1][=Branch1][C][N][Ring2][Ring1][N][C][=C][C][C][=Ring1][=Branch1][&&][cds],[:0benzenediol][:0benzenediol][=Ring2][FrH0][:3pyrimidine][S][:0benzenediol][:3pyrimidine][:0benzenediol][:0propyl][:0benzenediol][:0methyl][FrH0][:1benzenediol][:0pyridine][#N][#N][:0methyl][:0methyl][:0pyridine][:0pyridine][:0pyridine][:0pyridine][:1pyridine][FrH0][:2pyridine][=O][:3imidazole][:=1methyl_amine][=O],CCNc1c(-c2ncccc2-c2nccc(Oc3c[nH]c(O)n3)c2[Fr])ccnc1-c1ccc(O)c(Oc2cccc(O)c2Oc2cccc(O)c2Oc2cccc(O)c2)c1O[Fr],"[11.6835459481, 1.1417963717084372]"
1069,bnn_N133_edge1883,[O][C][=C][Branch][C][=C][Branch][FrH0][pop][Ring1][Ring2][pop][C][=N][FrH0][.][O][=C][Branch1][C][Fr][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][=O][&&][bnn],[O][C][=C][Branch][C][=C][Branch][FrH0][pop][Ring1][Ring2][pop][C][=N][FrH0],OC1=C(C=N[Fr])C=C1[Fr],"[-7.464528, 0.5791284]",bnn_N133_OC1=C(C=N[Fr])C=C1[Fr],[:0sulfonic_acid][P][FrH0][pop][Ring1][:2imidazole][Ring2][FrH0][pop][Ring1][:0benzenediol][pop][Ring2][:3pyrimidine][pop][pop][:1imidazole][:1pyrimidine][:3pyrimidine][:3pyrimidine][:0propyl][:2pyridine][.][O][=C][Branch1][C][Fr][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][=O][&&][bnn],[:0sulfonic_acid][P][FrH0][pop][Ring1][:2imidazole][Ring2][FrH0][pop][Ring1][:0benzenediol][pop][Ring2][:3pyrimidine][pop][pop][:1imidazole][:1pyrimidine][:3pyrimidine][:3pyrimidine][:0propyl][:2pyridine],O=S(O[Fr])c1c(-c2ccncn2)nc([Fr])n1-c1c(O)cccc1O,"[10.850993181, 1.1226149100661913]"
1440,dmp_N170_edge91327,[:0nitrile][C][C][=C][N][Branch][C][=N][N][Branch][FrH0][pop][Ring1][=Branch][pop][FrH0][pop][.][O][=C][Branch1][C][Fr][O][Ni][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#C][N][C][=C][Branch1][C][Fr][C][=C][Branch1][C][Fr][C][Ring1][Branch2][N][C][=C][Branch1][C][Fr][C][=C][Branch1][C][Fr][C][Ring1][Branch2][&&][dmp],[:0nitrile][C][C][=C][N][Branch][C][=N][N][Branch][FrH0][pop][Ring1][=Branch][pop][FrH0][pop],N#CC1=CN([Fr])C=NN1[Fr],"[-17.402977, 1.641002]",dmp_N170_N#CC1=CN([Fr])C=NN1[Fr],[:1benzenealcohol][:2pyridine][:3pyridine][:5benzenealcohol][=S][=S][FrH0][#N][=P][=N][=P][FrH0][=C][:0benzenealcohol][S][:0benzenealcohol][:4benzenediol][:4benzenediol][:4benzenediol][:4benzenediol][:2pyrimidine][pop][:2pyridine][:1imidazole][=Branch][pop][=Branch][=Branch][pop][pop][pop][pop][=Branch][=Branch][:2benzenealcohol][:2benzenealcohol][:2benzenealcohol][#N][:0benzene][.][O][=C][Branch1][C][Fr][O][Ni][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#C][N][C][=C][Branch1][C][Fr][C][=C][Branch1][C][Fr][C][Ring1][Branch2][N][C][=C][Branch1][C][Fr][C][=C][Branch1][C][Fr][C][Ring1][Branch2][&&][dmp],[:1benzenealcohol][:2pyridine][:3pyridine][:5benzenealcohol][=S][=S][FrH0][#N][=P][=N][=P][FrH0][=C][:0benzenealcohol][S][:0benzenealcohol][:4benzenediol][:4benzenediol][:4benzenediol][:4benzenediol][:2pyrimidine][pop][:2pyridine][:1imidazole][=Branch][pop][=Branch][=Branch][pop][pop][pop][pop][=Branch][=Branch][:2benzenealcohol][:2benzenealcohol][:2benzenealcohol][#N][:0benzene],Oc1ccc(-c2cccc(Oc3ccc(O)cc3-c3ccc(O)cc3-c3ccccc3)c2Oc2ccccc2-c2cc(-c3ccccc3O)c([SH]=[SH][Fr])nc2P=NP[Fr])c(Oc2ccc(O)c(-n3ccnc3)c2O)c1,"[20.767259437, 2.095044797675566]"
49,utk_N713_edge95271,[S][C][Branch][O][FrH0][pop][O][C][=C][C][Branch][C][C][FrH0][pop][:0propyl][.][Fr][C][=C][N][Branch1][=Branch1][C][C][=C][Ring1][=Branch1][Ag][Branch1][N][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][&&][utk],[S][C][Branch][O][FrH0][pop][O][C][=C][C][Branch][C][C][FrH0][pop][:0propyl],CCCC(C=COC(S)O[Fr])CC[Fr],"[-5.6358275, 0.43629646]",utk_N713_CCCC(C=COC(S)O[Fr])CC[Fr],[:0propyl][C][:0benzenediol][:0methyl][:1imidazole][Branch][:1imidazole][pop][Ring2][FrH0][pop][Ring1][=P][C][FrH0][pop][pop][pop][=P][.][Fr][C][=C][N][Branch1][=Branch1][C][C][=C][Ring1][=Branch1][Ag][Branch1][N][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][&&][utk],[:0propyl][C][:0benzenediol][:0methyl][:1imidazole][Branch][:1imidazole][pop][Ring2][FrH0][pop][Ring1][=P][C][FrH0][pop][pop][pop][=P],CCCc1c(O)cccc1On1c(-n2ccnc2)nc(PC[Fr])c1[Fr],"[8.994477295, 0.8267760932050652]"
306,srs_N682_edge136361,[FrH0][C][Branch][C][=C][C][Branch][N][C][Branch][C][Branch][:1alkyne][pop][Branch][:1alkyne][pop][Ring1][Ring1][pop][Ring1][Branch][pop][FrH0][pop][:1alkyne][.][O][U][Branch1][C][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][&&][srs],[FrH0][C][Branch][C][=C][C][Branch][N][C][Branch][C][Branch][:1alkyne][pop][Branch][:1alkyne][pop][Ring1][Ring1][pop][Ring1][Branch][pop][FrH0][pop][:1alkyne],C#CC([Fr])C1=CC([Fr])N2C1C2(C#C)C#C,"[-4.9626975, 0.37814006]",srs_N682_C#CC([Fr])C1=CC([Fr])N2C1C2(C#C)C#C,[:0propyl][P][:2imidazole][Branch][S][Ring2][Cl][pop][:0benzenediol][:0pyrimidine][:0benzenediol][:0benzenediol][:0benzenediol][FrH0][:1carboxylic_acid][=P][Ring2][:0propyl][:0pyrimidine][:2benzenealcohol][Ring2][:2pyrimidine][Branch][:2benzenediol][:2benzenediol][Branch][:3pyrimidine][#N][=P][#N][Cl][Cl][:1pyrimidine][FrH0][:1methyl_amine][:1methyl_amine][:1benzenealcohol][:=1methyl_amine][.][O][U][Branch1][C][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][&&][srs],[:0propyl][P][:2imidazole][Branch][S][Ring2][Cl][pop][:0benzenediol][:0pyrimidine][:0benzenediol][:0benzenediol][:0benzenediol][FrH0][:1carboxylic_acid][=P][Ring2][:0propyl][:0pyrimidine][:2benzenealcohol][Ring2][:2pyrimidine][Branch][:2benzenediol][:2benzenediol][Branch][:3pyrimidine][#N][=P][#N][Cl][Cl][:1pyrimidine][FrH0][:1methyl_amine][:1methyl_amine][:1benzenealcohol][:=1methyl_amine],CCCc1c(-c2nccc(-c3c(O)ccc(Pc4ccc(O)c(-c5cncnc5-c5c(O)cc(O)c(-c6cccc(O)c6)c5-c5nc([PH]#N)nc(Cl)c5[Fr])c4)c3O[Fr])n2)ncn1S,"[8.3182549814, 0.6707569118826204]"
1167,nbo_N618_edge16603,[F][C][Branch][C][C][Branch][S][C][FrH0][pop][F][pop][C][FrH0][.][ClH0][Rh][Branch1][C][ClH0][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][nbo],[F][C][Branch][C][C][Branch][S][C][FrH0][pop][F][pop][C][FrH0],FC(C[Fr])CC(F)SC[Fr],"[-2.8763726, 0.12099866]",nbo_N618_FC(C[Fr])CC(F)SC[Fr],[:0amide][:0phosphoric_acid][:0methyl][:0methyl][Cl][:0benzenediol][Ring2][:0benzenediol][Cl][FrH0][FrH0][Branch][=S][:0benzenediol][:0benzenealcohol][:0pyrimidine][:0benzenediol][:0pyrimidine][:0pyrimidine][FrH0][Ring2][:1carboxylic_acid][Ring2][:2pyrimidine][:2pyrimidine][:0benzenealcohol][:2pyrimidine][S][S][S][S][S][S][.][ClH0][Rh][Branch1][C][ClH0][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][nbo],[:0amide][:0phosphoric_acid][:0methyl][:0methyl][Cl][:0benzenediol][Ring2][:0benzenediol][Cl][FrH0][FrH0][Branch][=S][:0benzenediol][:0benzenealcohol][:0pyrimidine][:0benzenediol][:0pyrimidine][:0pyrimidine][FrH0][Ring2][:1carboxylic_acid][Ring2][:2pyrimidine][:2pyrimidine][:0benzenealcohol][:2pyrimidine][S][S][S][S][S][S],CCNC(=O)c1c(O)ccc(-c2c(O)ccc(Sc3c(O)cccc3Oc3nccc(-c4nc([Fr])cc(C(=O)Oc5cncnc5-c5c(O)cccc5SSSSSS)n4)n3)c2O[Fr])c1O,"[6.2255237924, 0.623807204227132]"
1402,dmp_N34_edge3665,[P][:1pyrimidine][Branch][FrH0][pop][Ring2][FrH0][pop][.][O][=C][Branch1][C][Fr][O][Co][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#C][N][N][C][Branch1][C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][N][N][C][Branch1][C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][&&][dmp],[P][:1pyrimidine][Branch][FrH0][pop][Ring2][FrH0][pop],Pc1nc([Fr])ncc1[Fr],"[-8.943514, 0.7478788]",dmp_N34_Pc1nc([Fr])ncc1[Fr],[:0sulfonic_acid][:0sulfonic_acid][:0sulfonic_acid][:3imidazole][:1benzenediol][:1methyl_amine][:0methyl][:0methyl][FrH0][FrH0][:0benzenediol][:0benzenediol][FrH0][S][Branch][Ring2][:2imidazole][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][FrH0][:1pyrimidine][:1pyridine][:2imidazole][:0benzenediol][:2pyridine][:1pyrimidine][:0benzenediol][:=1methyl_amine][:0benzenediol][:0benzenediol][Cl][Cl][Cl][:2imidazole][.][O][=C][Branch1][C][Fr][O][Co][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#C][N][N][C][Branch1][C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][N][N][C][Branch1][C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][&&][dmp],[:0sulfonic_acid][:0sulfonic_acid][:0sulfonic_acid][:3imidazole][:1benzenediol][:1methyl_amine][:0methyl][:0methyl][FrH0][FrH0][:0benzenediol][:0benzenediol][FrH0][S][Branch][Ring2][:2imidazole][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][FrH0][:1pyrimidine][:1pyridine][:2imidazole][:0benzenediol][:2pyridine][:1pyrimidine][:0benzenediol][:=1methyl_amine][:0benzenediol][:0benzenediol][Cl][Cl][Cl][:2imidazole],CCc1c(OS(=O)OO[SH]=O)cc(O)c(-c2c3cccc2O[SH](c2c(O)cccc2Oc2c(O)cccc2Oc2c(O)ccc(-c4cnccc4-c4c(O)cccc4Oc4ncncc4CNc4c(O)ccc(-c5cnc[nH]5)c4OCl)c2O[Fr])O3)c1[Fr],"[12.2912830605, 1.1711898721183516]"
1626,cds_N503_edge146803,[S][C][=C][Branch][C][C][=C][Branch][C][Branch][FrH0][pop][Branch][S][pop][Ring1][Ring1][pop][Ring1][Branch][pop][FrH0][.][S][Co][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][S][&&][cds],[S][C][=C][Branch][C][C][=C][Branch][C][Branch][FrH0][pop][Branch][S][pop][Ring1][Ring1][pop][Ring1][Branch][pop][FrH0],SC1=C([Fr])CC2=C1C2(S)[Fr],"[-6.029896, 0.5317077]",cds_N503_SC1=C([Fr])CC2=C1C2(S)[Fr],[S][C][=C][Branch][FrH0][pop][:2benzenealcohol][=S][=S][=C][=S][=S][=S][FrH0][Ring2][=S][:1imidazole][:0benzenediol][:1imidazole][:3pyrimidine][:3pyrimidine][C][:1imidazole][:=0methyl_amine][=S][=S][:3pyrimidine][:3pyrimidine][:0benzenealcohol][:0benzenealcohol][:0benzenealcohol][:0benzenealcohol][:0benzenealcohol][:3pyrimidine][=Ring2][S][S][S][:0pyrimidine][.][S][Co][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][S][&&][cds],[S][C][=C][Branch][FrH0][pop][:2benzenealcohol][=S][=S][=C][=S][=S][=S][FrH0][Ring2][=S][:1imidazole][:0benzenediol][:1imidazole][:3pyrimidine][:3pyrimidine][C][:1imidazole][:=0methyl_amine][=S][=S][:3pyrimidine][:3pyrimidine][:0benzenealcohol][:0benzenealcohol][:0benzenealcohol][:0benzenealcohol][:0benzenealcohol][:3pyrimidine][=Ring2][S][S][S][:0pyrimidine],Oc1cccc2c1-c1nccc(n1)[SH]=[SH]c1cncn1-c1nccc(n1)-c1cncn1-c1cncn1SOc1ccc(c([SH]=C=S=S=[SH][Fr])c1)C([Fr])=CSc1c(-c3ncccn3)ccc(O)c1-c1cccc(O)c1-2,"[9.3773174173, 0.8457114443808905]"
1259,crb_N184_edge139701,[:0O_nitrile][C][C][Branch][C][=C][Branch][N][Ring1][Ring1][pop][FrH0][pop][=C][FrH0][pop][.][Fr][C][O][Cd][Branch1][Ring2][O][Ring1][Ring2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][O][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1][&&][crb],[:0O_nitrile][C][C][Branch][C][=C][Branch][N][Ring1][Ring1][pop][FrH0][pop][=C][FrH0][pop],N#COC(=C[Fr])C1=C([Fr])N1,"[-4.485716, 0.4047787]",crb_N184_N#COC(=C[Fr])C1=C([Fr])N1,[:0propyl][:0benzenediol][P][:0benzenediol][:0propyl][FrH0][pop][Ring2][FrH0][pop][Ring2][:3pyrimidine][pop][pop][.][Fr][C][O][Cd][Branch1][Ring2][O][Ring1][Ring2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][O][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1][&&][crb],[:0propyl][:0benzenediol][P][:0benzenediol][:0propyl][FrH0][pop][Ring2][FrH0][pop][Ring2][:3pyrimidine][pop][pop],CCCPc1c(O[Fr])cc([Fr])cc1Oc1ccncn1,"[7.8321219881, 0.697546422912577]"
987,utk_N411_edge89326,[FrH0][C][C][Branch][O][O][pop][C][Branch][C][Branch][C][Branch][S][N][pop][FrH0][pop][O][O][pop][C][.][Fr][N][N][=C][N][Branch1][Ring2][C][Ring1][Branch1][Cu][Branch1][O][N][C][=N][N][Branch1][C][Fr][C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][N][=C][Ring1][=Branch1][&&][utk],[FrH0][C][C][Branch][O][O][pop][C][Branch][C][Branch][C][Branch][S][N][pop][FrH0][pop][O][O][pop][C],CC(C(C[Fr])OO)C(OO)C([Fr])SN,"[-12.975705, 1.1795384]",utk_N411_CC(C(C[Fr])OO)C(OO)C([Fr])SN,[:0propyl][:0benzenediol][:2imidazole][:0benzenediol][FrH0][pop][:0benzenediol][:1pyrimidine][:1pyrimidine][:1pyrimidine][:1pyrimidine][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][Ring2][FrH0][:2imidazole][:2imidazole][:2benzenediol][:2benzenealcohol][#C][Ring2][:2benzenealcohol][:1pyrimidine][:2benzenealcohol][:2benzenealcohol][:2benzenealcohol][:1pyrimidine][:1methyl_amine][:1methyl_amine][:1pyrimidine][:1methyl_amine][.][Fr][N][N][=C][N][Branch1][Ring2][C][Ring1][Branch1][Cu][Branch1][O][N][C][=N][N][Branch1][C][Fr][C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][N][=C][Ring1][=Branch1][&&][utk],[:0propyl][:0benzenediol][:2imidazole][:0benzenediol][FrH0][pop][:0benzenediol][:1pyrimidine][:1pyrimidine][:1pyrimidine][:1pyrimidine][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][Ring2][FrH0][:2imidazole][:2imidazole][:2benzenediol][:2benzenealcohol][#C][Ring2][:2benzenealcohol][:1pyrimidine][:2benzenealcohol][:2benzenealcohol][:2benzenealcohol][:1pyrimidine][:1methyl_amine][:1methyl_amine][:1pyrimidine][:1methyl_amine],CCCc1[nH]c(-c2ncncc2-c2ncncc2-c2c(O)cccc2Oc2c(O)cccc2Oc2c(O)cc(-c3[nH]cnc3-c3ccc(O)cc3-c3ccc(O)cc3-c3ncncc3CNCN)c([Fr])c2O)nc1[Fr],"[16.3211293477, 1.584689460990404]"
1206,unc_N515_edge214990,[Br][:0benzene][Ring1][FrH0][pop][=Branch][C][=C][Branch][C][=C][Ring1][Ring2][pop][FrH0][pop][.][Fr][C][O][Ni][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][Ring2][O][Ring1][Branch2][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][unc],[Br][:0benzene][Ring1][FrH0][pop][=Branch][C][=C][Branch][C][=C][Ring1][Ring2][pop][FrH0][pop],Brc1c([Fr])cccc1C1=C([Fr])C=C1,"[-5.888731, 0.42903775]",unc_N515_Brc1c([Fr])cccc1C1=C([Fr])C=C1,[:1pyridine][:=0methyl_amine][P][P][S][S][:=0methyl_amine][S][FrH0][FrH0][FrH0][Cl][FrH0][FrH0][N][S][:0propyl][:2imidazole][:0imidazole][=O][=O][:1pyrimidine][:2pyridine][:2pyridine][:2pyridine][#N][:1imidazole][:0propyl][:1methyl_amine][:0alkene][:0propyl][:0pyridine][=O][:0propyl][:0methyl][:0propyl][:0propyl][:0propyl][:=1methyl_amine][.][Fr][C][O][Ni][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][Ring2][O][Ring1][Branch2][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][unc],[:1pyridine][:=0methyl_amine][P][P][S][S][:=0methyl_amine][S][FrH0][FrH0][FrH0][Cl][FrH0][FrH0][N][S][:0propyl][:2imidazole][:0imidazole][=O][=O][:1pyrimidine][:2pyridine][:2pyridine][:2pyridine][#N][:1imidazole][:0propyl][:1methyl_amine][:0alkene][:0propyl][:0pyridine][=O][:0propyl][:0methyl][:0propyl][:0propyl][:0propyl][:=1methyl_amine],CCCNCc1c(CC)nc(CCC)n1Nc1cnccc1-c1cncnc1OOc1c(SCCC)nc(PPS[SH]=NC[Fr])c(Cl)c1[Fr],"[9.2258269725, 0.8371060337492493]"
